InscripID_x,Provenance_Ancient_City,Prov_Ancient_City_Latitude,Prov_Ancient_City_Longitude,Prov_Ancient_City_Source,Prov_Ancient_City_Long.Lat_Source,InscripID_y,Literature,Inscription.Description,Transcriptions,Online.Database.ID,Date_Category,Dates.Found.in.Databases,**Revised/New.Date.Range**,Trismegistos.Link,Other Links (Esp. PH links),CONSULS,Unnamed: 11,Original.Translated.Date,Original.Date.by.Century,Original.Date.Half.Century,Original.Method.Determining.Date,InscripID,Focus.Deity.Epithet.1,Focus.Deity.Epithet.2,Focus.Deity.Epithet.3,Focus.Deity.Epithet.4,Focus.Deity.Epithet.5,Focus.Deity.Epithet.6,Deity.2.Epithet.1,Deity.2.Epithet.2,Deity.2.Epithet.3,Deity.2.Epithet.4,Deity.3.Epithet.1,Deity.3.Epithet.2,Deity.3.Epithet.3,Deity.4.Epithet.1,Deity.4.Epithet.2,Deity.5.Epithets,NearestCity,LastCentury
219.0,Rome - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.8917375,12.4861685,TM,TM,219,"NSA-1935-98 = AE 1935, 00130",,EDCS-16000347: I(ovi) O(ptimo) M(aximo) / Brontonti / Arruntia Hygia / matrona / votorum suorum / compos / pro reditu{m} donum / solvit      ~~~~~~ EDR073291: I (ovi) O (ptimo) M (aximo) / Brontonti / Arruntia Hygia / matrona / votorum suorum / compos / pro reditum donum / solvit. /,TM 263715 ; EDCS-16000347 ; EDR073291 ; HD023365,I,EDCS: 151 to 300 ; EDR: 151 d.C. / 300 d.C.  (palaeographia) ; HD: none ; TM: mid 2nd - 3rd century AD: AD 150 - 299,2nd-3rd C CE,https://www.trismegistos.org/text/263715,,,,151 to 300 AD ,2nd-3rd century CE,2nd Half 2nd C CE / 1st Half 3rd C CE / 2nd Half 3rd C CE,Frankfurt Database (EDCS) ,219.0,Optimus,Maximus,Bronton,0,0,0,0,0,0,0,0,0,0,0,0,0,Rome,3
220.0,Rome - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.8917375,12.4861685,TM,TM,220,SaxaRubra 00001,,"EDCS-64800464: Io[vi O(ptimo) M(aximo)] / ceter[isq(ue)] / di{i}s deabu[s(que)] / Conservatorib(us)       ~~~~~ EDR029010: ------? / Ịo [vi O (ptimo) M (aximo)], / ceteṛ [isq (ue)] / Diìs Deabu [s (que)] / Conservatoriḅ(us). / ",TM 270509 ; EDCS-64800464 ; EDR029010,I,EDCS: 71 to 130 ; EDR: 71 d.C. / 130 d.C. ; TM: late 1st - early 2nd century AD: AD 75 - 125,1st-2nd C CE,https://www.trismegistos.org/text/270509,,,,71 to 130 AD ,1st-2nd century CE,2nd Half 1st C CE / 1st Half 2nd C CE,Frankfurt Database (EDCS) ,220.0,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rome,2
221.0,Albanum (Albano Laziale) - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.7284572,12.6589426,TM,TM,221,"EDCS-09400125: AE 1975, 00153 ~~~ EDR075998: Stud. Urb., Sc. Um., 31, 1957, pp. 296-298, nr. 1 (B. Sajeva) (1) E. Tortorici, Castra Albana (Formae Italiae Reg. I, vol. XI), Roma 1975, p. 39, nr. 10.1 (2)AE 1975, 0153 (3) HD006959 (H. Niquet) (4)      ",,EDCS-09400125: [I(ovi) O(ptimo) M(aximo) Conservato]ri ac Fo[rtunae Reduci] / [milite]s leg(ionis) II    ~~~~~ EDR075998:[I(ovi) O(ptimo) M(aximo) Conservato?]ri ac Fo[rtunae Reduci?] / [milite?]ṣ leg(ionis) II [Parth(icae) ---?] / ------       ~~~~~ HD006959: [was I(ovi) O(ptimo) M(aximo) Conservato]ri ac Fo[rtunae Reduci] / [milite]s leg(ionis) II,TM 250617 ; EDCS-09400125 ; EDR075998 ; HD006959,I,"EDCS: 201 to 250 ; EDR: 201 d.C. / 250 d.C.  (historia, antiquitates; palaeographia) ; HD: none ; TM: first half 3rd century AD: AD 200 - 250",3rd C CE,https://www.trismegistos.org/text/250617,,,,201 to 250 AD ,3rd century CE,1st Half 3rd C CE,Frankfurt Database (EDCS) ,221.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Roma,3
222.0,Carate Brianza - Italy (Italy - Transpadana (Regio XI)) [found & written],45.67574,9.23723,TM,TM,222,"AE 1991, 00863",,EDCS-05000349: Iovi O(ptimo) M(aximo) Con/[servatori?] / VESALIO pro salu/te dominorum / suorum [et?] sua / et famili(a)e [3]AG / v(otum) s(olvit) l(ibens) m(erito),TM 499960 ; EDCS-05000349 ,B,"EDCS: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/1/24)",0,https://www.trismegistos.org/text/499960,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),222.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Comum,0
223.0,Mediolanum (Milano) - Italy (Italy - Transpadana (Regio XI)) [found & written],45.463746,9.18806,TM,TM,223,"EDCS-03000409: AE 1996, 00772 = AE 2012, +00603 ",,EDCS-03000409: Iovi O(ptimo) M(aximo) / Conservato[ri] / Iunoni / Minervae / [3] Cassius Secundu[s] / v(otum) s(olvit) l(ibens) m(erito)     ~~~~~ EDR137536: Iovi O(ptimo) M(aximo) / Conservato[ri] / Iunoni / Minervae / [5] Cassius Secundu[s] / v(otum) s(olvit) l(ibenter) m(erito),TM 500025 ; EDCS-03000409 ; EDR137536,I,EDCS: 101 to 200 ; EDR: 100 d.C. / 200 d.C.  (nomina; palaeographia) ; TM: 2nd century AD: AD 100 - 199,2nd C CE,https://www.trismegistos.org/text/500025,,,,101 to 200 AD ,2nd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE,Frankfurt Database (EDCS),223.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Mediolanum,2
224.0,Deliceto - Italy (Italy - Apulia et Calabria (Regio II)) [found & written],41.2484542,15.3395299,TM,TM,224,"Bovino 00199 = AE 1994, 00518",,EDCS-00380161: I(ovi) O(ptimo) M(aximo) C(onservatori) / M(arcus) Po/nt{t}iu/s Pude/ns a(nimo) l(ibens) / v(otum) s(olvit)     ~~~~~~ EDR000056: I (ovi) O (ptimo) M (aximo) C (onservatori?) / M (arcus) Po = / nttiu = / s Pude = / ns a (nimo) l (ibens) / v (otum) s (olvit). / ,TM 244673 ; EDCS-00380161 ; EDR000056,I,EDCS: 201 to 300 ; EDR: 201 d.C. / 300 d.C. ; TM: 3rd century AD: AD 200 - 299,3rd C CE,https://www.trismegistos.org/text/244673,,,,201 to 300 AD ,3rd century CE,1st Half 3rd C CE / 2nd Half 3rd C CE,Frankfurt Database (EDCS),224.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Aequum Tuticum,3
225.0,Laus Pompeia (Lodi Vecchio) - Italy (Italy - Transpadana (Regio XI)) [found & written],45.303456,9.418776,TM,TM,225,"EDCS-72300072: CIL 05, *00680 = SupIt-27, p 283",,EDCS-72300072: Iovi Fulgeratori / Conservatori Opti/mo Maximo sacrum / T(itus) Tepidius T(iti) f(ilius) Fab(ia) / Maximus / tribunus leg(ionis) III Ital(icae) / v(otum) s(olvit) l(ibens) m(erito)      ~~~~~ EDR107426: Iovi Fulgeratori / Conservatori Opti = / mo Maximo sacrum. / T (itus) Tepidius T (iti) f (ilius) Fab (ia) / Maximus / tribunus leg (ionis) III Ital (icae) / v (otum) s (olvit) l (ibens) m (erito). ,TM 699328 ; EDCS-72300072 ; EDR107426,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/1/24)",0,https://www.trismegistos.org/text/699328,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),225.0,Fulgurator,Conservator,Optimus,Maximus,0,0,0,0,0,0,0,0,0,0,0,0,Mediolanum,0
226.0,Pola (Pula) - Croatia (Croatia - Venetia et Histria (Regio X)) [found & written],44.8686415,13.8456975,TM,TM,226,"EDCS-04200011: CIL 05, 00011 = InscrIt-10-01, 00008 ",,EDCS-04200011: Iovi / [C]onservato[ri] / sacr(um)     ~~~~~ EDR135029: J <J = I> ovi / [C] onservato [ri] / sacr (um). / ,TM 555622 ; EDCS-04200011 ; EDR135029,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/1/24)",0,https://www.trismegistos.org/text/555622,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),226.0,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pola,0
227.0,Pola (Pula) - Croatia (Croatia - Venetia et Histria (Regio X)) [found & written],44.8686415,13.8456975,TM,TM,227,"CIL 05, 00012 = InscrIt-10-01, 00009",,EDCS-04200012: Iovi / Conservatori / sacr(um) / Diocles Aug(usti) lib(ertus) / proc(urator)     ~~~~~~ EDR135030: Iovi / Conservatori / sacr(um) / Diocles Aug(usti) lib(ertus) / [5] proc(urator).,TM 555623 ; EDCS-04200012 ; EDR135030,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/1/24)",0,https://www.trismegistos.org/text/555623,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),227.0,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pola,0
228.0,Aquileia - Italy (Italy - Venetia et Histria (Regio X)) [found & written],45.769631,13.370946,TM,TM,228,"For photo, see Eagle: number 18716; CIL 05, 00790 = Pais 01116a = InscrAqu-01, 00260; See Murley Cults of Cisalpine Gaul as seen in the inscriptions, p. 81-82 (Full text In Archive.org).",,Eagle 18716 (N.B. it is best to look at the photo of the stone): I(ovi) O(ptimo) M(aximo) Co(nservatori) / et Ambi Sa/grus / Primus / ope[--] po(suit?) / l(ibens) l(aetus)     ~~~~~ EDR116871: I (ovi) O (ptimo) M (aximo) Ĉo (nservatori) / êt Am̂bi sa = / grus / Primus / Operi (?) Po (---) 〈: servus?〉/ L (ibens) l (aetus). /         ~~~~~ EDCS-01600067: I(ovi) O(ptimo) M(aximo) Co(nservatori) / et Ambi sa/grus(?) / Primus / Operi(?) Po() / l(ibens) l(aetus),TM 288808 ; EDCS-01600067 ; EDR116871,I,EDCS: 201 to 350 ; EDR: 201 d.C. / 350 d.C.  (formulae; palaeographia) ; TM: 3rd - mid 4th century AD: AD 200 - 350,3rd-4th C CE,https://www.trismegistos.org/text/288808,,,,201 to 350 AD ,3rd-4th century CE,1st Half 3rd C CE / 2nd Half 3rd C CE / 1st Half 4th C CE,Frankfurt Database (EDCS); Eagle ,228.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Aquileia,4
229.0,Verona - Italy (Italy - Venetia et Histria (Regio X)) [found & written],45.438954,10.994371,TM,TM,229,"CIL 05, 03243; Francois Jacques, Les Curateurs Des Cites Dans l'Occident Romain, p. 144ff for discussion of this inscription and following one (Google Books, search P(ublius Pomponius Cornelianus; Zsuzsanna Várhelyi, The Religion of Senators in the Roman Empire: power and the Beyond, p. 112.",,EDCS-04202291: Iovi / Conservat(ori) pro salute / P(ubli) Pompon[i] / Corneliani et Iuliae / Magia[e] e[i]us et Iu[l]/ian[i] et [,TM 557611 ; EDCS-04202291,I,"EDCS: 201 to 250 ; TM: no information yet, broad range BC 199 - AD 799?",3rd C CE,https://www.trismegistos.org/text/557611,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),229.0,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verona,3
230.0,Verona - Italy (Italy - Venetia et Histria (Regio X)),45.438954,10.994371,EDR,EDR,230,"CIL 05, 03254 = Maffeiano 00024 = RSH 00244; Z. Varhelyi, The Religion of Senators in the Roman Empire: Power and Beyond, p. 112 (Google Books, Search: P. Pomponius Cornelianus); Francois Jacques, Les Curateurs Des Cites Dans l'Occident Romain, p. 144ff (Google Books, search P(ublius Pomponius Cornelianus; Nickolas Haechler, Kontinuitaet und Wandel des Senatorenstandes Im Zeitalter der soldatenkaiser, p. 548 (Google books search P(bulus Pomponius Cornelianus.",,"EDCS-04202302: I(ovi) O(ptimo) M(aximo) / Conservatori / P(ublius) Pomponius / Cornelianus / consularis / curator / rerum / publicarum      ~~~~~~ EDR093827: I (ovi) O (ptimo) M (aximo) / Consêrvator̂i / P (ublius) Pomponius / Cornelianus / consularis, / curator / rerum / publicarum. /      ~~~~~~ HD033569: I(ovi) O(ptimo) M(aximo) / conservatori / P(ublius) Pomponius / Cornelianus / consularis / curator / rerum / publicarum",TM 125189 ; EDCS-04202302 ; EDR093827 ; HD033569,I,EDCS: 201 to 250 ; EDR: 201 d.C. / 250 d.C.  (prosopographia) ; HD: 201 AD – 230 AD ; TM: AD 200 - 230 ; ,3rd C CE,https://www.trismegistos.org/text/125189,,,,201 to 250 AD ,3rd century CE,1st Half 3rd C CE,Frankfurt Database (EDCS) ,230.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Verona,3
231.0,Brixia (Brescia) - Italy (Italy - Venetia et Histria (Regio X)) [found & written],45.53973475,10.22682575,TM,TM,231,"CIL 05, 04241 = InscrIt-10-05, 00732 = D 03018",,"EDCS-04203297: I(ovi) O(ptimo) M(aximo) / Conservatori pos/sessionum Roscior/um Paculi Aeliani n(ostri) co(n)s(ulis) / et Bassae filiorumque / eor(um) ex voto L(ucius) / Roscius Eubulus nutrit(or) / et procurat(or) cum P(ublio) Roscio / Firmo lib(erto) proc(uratore) eor(um) // D(ie) IIII Non(as) Mart(ias) / Iuliano II et Crisp(iano) / co(n)s(ulibus)    ~~~~~ EDR090732: 〈:in fronte〉 / Iovi O(ptimo) M(aximo) / Conservatori pos= / sessionum Roscior= / um Pacul̂i Aelian̂i n(ostri) co(n)s(ulis) / [5] êt Bassae filiorumque / eor(um), ex voto L(ucius) / Roscius Eubulus nutrit(or) / et procurat(or) cum P(ublio) Roscio / Firmo lib(erto) proc(uratori) eor(um). / 〈:in latere〉 / D(ie) IIII Non(as) Mart(ias) / Iuliano II et Crisp[ino] / co(n)s(ulibus).",TM 124474 ; EDCS-04203297 ; EDR090732,I,EDCS: 224 to 224 ; EDR: 4 - 3 224 d.C. / 224 d.C. ; TM: consulate of Ap. Claudius Iulianus II and C. / D. Bruttius Crispinus: AD 224,3rd C CE,https://www.trismegistos.org/text/124474,,TM: consulate of Ap. Claudius Iulianus II and C. / D. Bruttius Crispinus,,224 AD,3rd century CE,1st Half 3rd C CE,"See Dessau 3018 ; Frankfurt Database (EDCS); Gardner & Wiedemann, The Roman Household, A Sourcebook, p. 40 no. 40.",231.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Brixia,3
232.0,Anaunia (Val di Non) - Italy (Italy - Venetia et Histria (Regio X)) [found & written],46.25,11.0833333,TM,TM,232,"CIL 05, 05062 = ETrentine 00021; Piergiorgio Comai ""Lapidi romane di Vervo"" no. 6 (academia.edu)",,EDCS-05100213: Iovi / et dis Conser/vatoribus pro / salute Iul(i) [E]dur[i]/n[i] ve[t(erani) coh(ortis?) I Pan]/non(iorum) [c]orp[o]ris peri/culo liberatus / Iulii Edurini f(ilii) p(osuerunt) / Iustinus p[a]t(er) / dicavit     ~~~~~ EDR137957: Iovi / et Dis Conser= / vatoribus pro / salute Iul(i) [E]dur[i]= / [5] n[i] ve[t(erani) coh(ortis) I Pan]= / non(iorum) [c]orp[o]ris peri= / culo liberatus / Iulii Edurini f(ilii) p(osuerunt) / Iustinus p[a]t(er) / [10] dicavit.,TM 558351 ; EDCS-05100213 ; EDR137957,I,"EDCS: 1 to 45 ; EDR: 1 d.C. / 45 d.C.  (historia, antiquitates) ; TM: AD 1 - 45",1st C CE,https://www.trismegistos.org/text/558351,,,,1 to 45 AD,1st century CE,1st Half 1st C CE,Frankfurt Database (EDCS) ,232.0,Iuppiter-no epithet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tridentum,1
233.0,Votodrones (Somma Lombardo) - Italy (Italy - Transpadana (Regio XI)) [found & written],45.6827443,8.7068019,TM,TM,233,"CIL 05, 05543; L. Melzi, Somma Lombardo. Storia, descrizione e illustrazioni, Milano 1880, p. 156; Somma Lombardo: la ricerca archeologica come contributo alla storia del territorio, Somma Lombardo 1985, p. 92, con foto (C. Mastorgio); Alle origini di Varese e del suo territorio, Roma 2009, p. 651, nr. SL.04, con foto (A. Sartori); Floriana Cantarelli, Catalogo del lapidario dei Musei Civici di Varese, 1996, p. 6.  ",,EDR124578: I(ovi) O(ptimo) M(aximo) C(onservatori) / et Libero / Patri vini= / arum con= / [5] servatori / Verus et Va= / lerius Vale= / ri Maximini / v(otum) s(olvunt) l(ibenter) m(erito)     ~~~~~ EDCS-05100696: I(ovi) O(ptimo) M(aximo) C(onservatori) / et Libero / Patri vini/arum con/servatori / Verus et Va/lerius Vale/ri Maximini / v(otum) s(olverunt) l(ibentes) m(erito),TM 286202 ; EDCS-05100696 ; EDR124578,I,EDCS: 101 to 300 ; EDR: 101 d.C. / 300 d.C.  (nomina) ; TM: 2nd - 3rd century AD: AD 100 - 299,2nd-3rd C CE,https://www.trismegistos.org/text/286202,,,,101 to 300 AD ,2nd-3rd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE / 1st Half 3rd C CE / 2nd Half 3rd C CE,Frankfurt Database (EDCS); Eagle ,233.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Comum,3
234.0,Eupilio - Italy (Italy - Transpadana (Regio XI)) [found & written],45.78873,9.27804,TM,TM,234,"EDCS-05100825: CIL 05, 05670 = D 03050 = AE 2008, +00590; see Murley, The Cults of Cisalpine Gaul as Seen in the Inscription for discussion of ""Conservator"", p. 10 (Google Books has complete text. Search: Lucius Roscius Eubulus nutritor.",,EDCS-05100825: I(ovi) O(ptimo) M(aximo) Co(nservatori?) / ex premissa / fulguris / potestate / Flavius Valens / v(ir) c(larissimus) ex d(evotione?) v(otum) s(olvit) l(ibens) m(erito) / d(onum) p(osuit)    ~~~~~~ EDR165612: I (ovi) O (ptimo) M (aximo) Co (nservatori?) / Ex / premissa fulguris / potestate / Flavius ​​Valens / v (ir) c (larissimus) ex d (edicatione?) V (otum) s (olvit) l (ibenter) m (erito) /d (onum) p (osuit) / ,TM 500566 ; EDCS-05100825 ; EDR165612,I,EDCS: 301 to 400 ; EDR: 301 d.C. / 400 d.C.  (nomina) ; TM: 4th century AD: AD 300 - 399,4th C CE,https://www.trismegistos.org/text/500566,,,,301 to 400 AD ,4th century CE,1st Half 4th C CE / 2nd Half 4th C CE,Frankfurt Database (EDCS) ,234.0,Optimus,Maximus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,Comum,4
235.0,Faeto - Italy (Italy - Apulia et Calabria (Regio II)) [found & written],41.3597802,15.3081141,TM,TM,235,"CIL 09, 00949",,EDCS-08201650: ] / evoc(atus) Augus/ti n(ostri) aedicu/lam Iovi Co[nserv(atori?)] / restituit ba/simq(ue) signum / eius divino / monitu fec(it)     ~~~~~ EDR017284: ------ / evoc(atus) Augus= / ti n(ostri) aedicu= / lam Iovi co[---] / [5] restituit ba= / simq(ue) signum / eius divino / monitu fec(it).,TM 246070 ; EDCS-08201650 ; EDR017284,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/3/24)",0,https://www.trismegistos.org/text/246070,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),235.0,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aequum Tuticum,0
236.0,Bocchignano - Italy (Samnium - Samnium (Regio IV)) [found & written],42.2555611,12.7027399,TM,TM,236,"EDCS-15100742: CIL 09, 04852 = CIL 03, *00105,3 = Epigraphica-2011-303 ",,EDCS-15100742: Iovi / Optimo Maxi/mo Salutari / Conservatori / P(ublius) Aelius Chrestus / ex voto susce/pto aram cons<e=A>/cravit,TM 553319 ; EDCS-15100742 ; EDR168932,I,EDCS: 101 to 200 ; EDR: 101 d.C. / 200 d.C.  (nomina) ; TM: 2nd century AD: AD 100 - 199,2nd C CE,https://www.trismegistos.org/text/553319,,,,101 to 200 AD,2nd century CE,1st Half 2nd C CE / 2nd Half 2nd C CE,Eagle Database (EDR),236.0,Optimus,Maximus,Salutaris,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,Reate,2
237.0,Volcei (Buccino) - Italy (Italy - Bruttium et Lucania (Regio III)) [found & written],40.63337205,15.37531685,TM,TM,237,"CIL 10, 00403 = InscrIt-03-01, 00014",,EDCS-11400487: Iovi Conservatori / et Marti Ultori / ordo populusque Volceianus        ~~~~~ EDR116222: Iovi Conservatori / et Marti Ultori / ordo populusque Volceianus. / ,TM 512262 ; EDCS-11400487 ; EDR116222,B,"EDCS: none ; EDR: none ; TM: no information yet, broad range BC 199 - AD 799? (as of 6/3/24)",0,https://www.trismegistos.org/text/512262,,,,BC 199 - AD 799? (Trismegistos),0,,Trismegistos (TM),237.0,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aeclanum,0
238.0,Fabrateria Nova (San Giovanni Incarico) - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.51929,13.558107,TM,TM,238,"CIL 10, 05576 = D 00612",,EDCS-20401367: Imp(erator) Caesar C(aius) Valerius Diocletianu[s] / Pius Felix Invictus Aug(ustus) / Iovi Conservatori      ~~~~~ EDR132114: Imp(erator) Caesar C(aius) Valerius / Diocletianu[s] / Pius Felix Invictus Aug(ustus) / Iovi Conservatori.,TM 538138 ; EDCS-20401367 ; EDR132114 ; LSA-2032,I,EDCS: 284 to 305 ; EDR: 284 d.C. / 305 d.C.  (prosopographia) ; TM: AD 284 - 305 ; LSA: 293-305 AD,3rd-4th C CE,https://www.trismegistos.org/text/538138,,,,284 to 305 AD ,3rd-4th century CE,2nd Half 3rd C CE / 1st Half 4th C CE,Frankfurt Database (EDCS),238.0,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fregellanum,4
239.0,Tarracina (Terracina) - Italy (Italy - Latium et Campania (Regio I)) [found & written],41.291145,13.25429,TM,TM,239,"EDCS-20900395: CIL 10, 06304 = D 04324 = CCID 00462 ~~~ EDR156610: CIL 10, 06304 (1), ILS 4324 (2), M. Hoerig - E. Schwertheim, Corpus cultus Iovis Dolicheni (CCID), Leiden 1987, n. 462 (3)",,EDCS-20900395: [Iovi Dolicheno(?)] / [Conservatori dd(ominorum)] / nn(ostrorum) Augg(ustorum) sacr(um) / Marcus Bar/semias / sacerdos / Dolicheni / posuit     ~~~~~~ EDR156610: [I (ovi) o (ptimo) m (aximo) Dolicheno] / [pro sal (ute) dd. nn. ] / Augg. sacr (um) /Marcus Bar = / emias / sacerdos / Dolicheni / posuit. / ,TM 538767 ; EDCS-20900395 ; EDR156610,I,EDCS: 171 to 230 ; EDR: 171 d.C. / 230 d.C.  (formulae; nomina) ; TM: late 2nd - early 3rd century AD: AD 175 - 225,2nd-3rd C CE,https://www.trismegistos.org/text/538767,,,,171 to 230 AD ,2nd-3rd century CE,2nd Half 2nd C CE / 1st Half 3rd C CE,Frankfurt Database (EDCS),239.0,Dolichenus,Conservator? dominorum nostrorum Auggustorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tarracina,3
240.0,Ravenna - Italy (Italy - Aemilia (Regio VIII)) [found & written],44.41938653,12.20093016,TM,TM,240,"EDCS-19800563: CIL 11, 00002 = CCID 00455 ~~~ EDR147365: CIL 11, 00002 (1) P. Merlat, Iuppiter Dolichenus. Essai d'interprétation et de syntése, Paris 1960, p. 255, nr. 258 (2) CCID 0455 (3) Scheda epigrafica Archivio Giancarlo Susini (4)",,EDCS-19800563: Pro sal(ute) Augg(ustorum) / ex iuss(u) / I(ovis) O(ptimi) M(aximi) D(olicheni) Con(servatoris) / M(arcus) Caes(ius) Chresim(us) / Aug(ustalis) Raven(nae) / cum / Saccidia Felicitate / coniuge et / Caesia Chresime / filia       ~~~~~ EDR147365: Pro sal(ute) Augg. / ex iuss(u) / I(ovis) O(ptimi) M(aximi) D(olicheni) Con(servatoris) / M(arcus) Caes(ius) Cĥresim(us) / [5] Aug(ustalis) Raven(nae) / cum / Saccidia Fel̂icîtat̂e / coniuge et / Caesia Cĥresime / [10] filia. ,TM 517157 ; EDCS-19800563 ; EDR147365,I,EDCS: 193 to 217 ; EDR: 193 d.C. / 217 d.C.  (prosopographia) ; TM: AD 193 - 217,2nd-3rd C CE,https://www.trismegistos.org/text/517157,,,,193 to 217 AD,2nd-3rd century CE,2nd Half 2nd C CE / 1st Half 3rd C CE,Eagle Database (EDR),240.0,Optimus,Maximus,Dolichenus,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,Ravenna,3
241.0,Tuder (Todi) - Italy (Italy - Umbria (Regio VI)) [found & written],42.780253,12.408494,TM,TM,241,"CIL 11, 04639 (p 1372) = D 03001 = AE 1985, 00364; Duncan Macrae, ""The Freedman's Story: an Accusation of Witchcraft in the Social World of Early Roman Italy (CIL II.4639 = ILS 3001)"" JRS 108 (2018): 53-73 - article is about this inscription. ",,EDCS-22900416: Pro salute / coloniae et ordinis / decurionum et populi / Tudertis Iovi Opt(imo) Max(imo) / Custodi Conservatori / quod is sceleratissimi servi / publici infando latrocinio / defixa monumentis ordinis / decurionum nomina / Numine suo eruit ac vindi/cavit et metu periculorum / coloniam civesque liberavit / L(ucius) Cancrius Clementis lib(ertus) / Primigenius / sexvir et Augustalis et Flavialis / primus omnium his honoribus / ab ordine donatus / votum solvit // C(aio) Vibio [3] / Iulio [3] co(n)ss(ulibus)     ~~~~~~ EDR079768: Pro salute / coloniae et ordinis / decurionum et populi / Tudertis Iovi Opt(imo) Max(imo) / Custodi Conservatori / quod is sceleratissimi servi / publici infando latrocinio / defixa monumentis ordinis / decurionum nomina / numine suo eruit ac vindi= / cavit et metu periculorum / coloniam civesque liberavit / L(ucius) Cancrius Clementis lib(ertus) / Primigenius / sexvir et Augustalis et Flavialis / primus omnium his honoribus / ab ordine donatus [libens] / votum  solvit // / C(aio) Vibio [---] / Iulio [---] / co(n)ss(ulibus) /       ~~~~~~ HD006422: Pro salute / coloniae et ordinis / decurionum et populi / Tudertis Iovi Opt(imo) Max(imo) / Custodi Conservatori / quod is sceleratissimi servi / publici infando latrocinio / defixa monumentis ordinis / decurionum nomina / numine suo eruit ac vindi/cavit et metu periculorum / coloniam civesque liberavit / L(ucius) Cancrius Clementis lib(ertus) / Primigenius / sexvir et Augustalis et Flavialis / primus omnium his honoribus / ab ordine donatus [libens] / votum solvit // C(aio) Vibio [---] / Iulio [---] / co(n)ss(ulibus),TM 286500 ; EDCS-22900416 ; EDR079768 ; HD006422,I,"EDCS: 69 to 96 ; EDR: 69 d.C. / 96 d.C.  (historia, antiquitates; palaeographia) ; HD: none ; TM: Flavian Dynasty: AD 69 - 96",1st C CE,https://www.trismegistos.org/text/286500,,,,69 to 96 AD,1st century CE,2nd Half 1st C CE,C(aio) Vibio [3] / Iulio [3] / co(n)ss(ulibus); Frankfurt Database (EDCS),241.0,Optimus,Maximus,Custos,Conservator,0,0,0,0,0,0,0,0,0,0,0,0,Narnia,1
